voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
9,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,0.977,0.377,0.472,0.507,-0.093,0.002,0.47,-0.007,0.004,0.004,-1.75,0.519
11,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,0.984,0.384,0.479,0.529,-0.071,0.024,0.455,0.011,0.004,0.05,2.75,0.538
21,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,1.0,0.4,0.495,0.495,-0.105,-0.01,0.505,-0.017,0.008,-0.02,-2.125,0.495
31,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,1.0,0.4,0.495,0.513,-0.087,0.008,0.487,0.009,0.0,0.016,inf,0.513
41,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,1.0,0.4,0.495,0.495,-0.105,-0.01,0.505,-0.009,0.0,-0.02,-inf,0.495
51,0.6,1.28,"TruncNorm[0.001,0.999]",1000,0.504963738137385,0.2851599598301377,1.0,0.4,0.495,0.523,-0.077,0.018,0.477,0.014,0.0,0.036,inf,0.523
3,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.884,0.284,0.383,0.531,-0.069,0.03,0.353,0.0,0.0,0.078,,0.601
5,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.93,0.33,0.429,0.498,-0.102,-0.003,0.432,-0.017,0.023,-0.008,-0.739,0.535
7,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.967,0.367,0.466,0.515,-0.085,0.014,0.452,0.009,0.018,0.03,0.5,0.533
9,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.982,0.382,0.481,0.497,-0.103,-0.004,0.485,-0.009,0.008,-0.009,-1.125,0.506
11,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.988,0.388,0.487,0.536,-0.064,0.035,0.452,0.02,0.003,0.071,6.667,0.543
21,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,0.996,0.396,0.495,0.495,-0.105,-0.006,0.501,-0.021,0.004,-0.013,-5.25,0.497
31,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,1.0,0.4,0.499,0.515,-0.085,0.014,0.485,0.01,0.002,0.028,5.0,0.515
41,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,1.0,0.4,0.499,0.505,-0.095,0.004,0.495,-0.005,0.0,0.007,-inf,0.505
51,0.6,2.56,"TruncNorm[0.001,0.999]",1000,0.5012600754585549,0.2873667915732488,1.0,0.4,0.499,0.491,-0.109,-0.01,0.509,-0.007,0.0,-0.021,-inf,0.491
3,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.742,0.092,0.092,0.742,0.092,0.092,0.0,0.0,0.0,1.0,,1.0
5,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.73,0.08,0.08,0.73,0.08,0.08,0.0,-0.006,-0.006,1.0,1.0,1.0
7,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.806,0.156,0.156,0.806,0.156,0.156,0.0,0.038,0.038,1.0,1.0,1.0
9,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.836,0.186,0.186,0.836,0.186,0.186,0.0,0.015,0.015,1.0,1.0,1.0
11,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.849,0.199,0.199,0.849,0.199,0.199,0.0,0.007,0.007,1.0,1.0,1.0
21,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.916,0.266,0.266,0.916,0.266,0.266,0.0,0.034,0.034,1.0,1.0,1.0
31,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.961,0.311,0.311,0.961,0.311,0.311,0.0,0.022,0.022,1.0,1.0,1.0
41,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.967,0.317,0.317,0.966,0.316,0.316,0.001,0.003,0.003,0.997,1.0,0.999
51,0.65,0.01,"TruncNorm[0.001,0.999]",1000,0.65,0.01,0.99,0.34,0.34,0.99,0.34,0.34,0.0,0.012,0.012,1.0,1.0,1.0
3,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.732,0.082,0.082,0.732,0.082,0.082,0.0,0.0,0.0,1.0,,1.0
5,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.757,0.107,0.107,0.758,0.108,0.108,-0.001,0.013,0.013,1.009,1.0,1.001
7,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.78,0.13,0.13,0.78,0.13,0.13,0.0,0.011,0.012,1.0,0.917,1.0
9,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.82,0.17,0.17,0.821,0.171,0.171,-0.001,0.02,0.02,1.006,1.0,1.001
11,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.846,0.196,0.196,0.844,0.194,0.194,0.002,0.012,0.013,0.99,0.923,0.998
21,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.924,0.274,0.274,0.922,0.272,0.272,0.002,0.039,0.039,0.993,1.0,0.998
31,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.968,0.318,0.318,0.965,0.315,0.315,0.003,0.021,0.022,0.991,0.955,0.997
41,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.969,0.319,0.319,0.973,0.323,0.323,-0.004,0.004,0.001,1.013,4.0,1.004
51,0.65,0.02,"TruncNorm[0.001,0.999]",1000,0.65,0.02,0.989,0.339,0.339,0.987,0.337,0.337,0.002,0.007,0.01,0.994,0.7,0.998
3,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.725,0.075,0.075,0.723,0.073,0.073,0.002,0.0,0.0,0.973,,0.997
5,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.772,0.122,0.122,0.776,0.126,0.126,-0.004,0.027,0.024,1.033,1.125,1.005
7,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.796,0.146,0.146,0.798,0.148,0.148,-0.002,0.011,0.012,1.014,0.917,1.003
9,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.827,0.177,0.177,0.831,0.181,0.181,-0.004,0.016,0.015,1.023,1.067,1.005
11,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.849,0.199,0.199,0.845,0.195,0.195,0.004,0.007,0.011,0.98,0.636,0.995
21,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.937,0.287,0.287,0.939,0.289,0.289,-0.002,0.047,0.044,1.007,1.068,1.002
31,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.968,0.318,0.318,0.964,0.314,0.314,0.004,0.013,0.015,0.987,0.867,0.996
41,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.975,0.325,0.325,0.976,0.326,0.326,-0.001,0.006,0.004,1.003,1.5,1.001
51,0.65,0.04,"TruncNorm[0.001,0.999]",1000,0.65,0.0399999999999999,0.99,0.34,0.34,0.991,0.341,0.341,-0.001,0.008,0.008,1.003,1.0,1.001
3,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.76,0.11,0.11,0.745,0.095,0.095,0.015,0.0,0.0,0.864,,0.98
5,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.778,0.128,0.128,0.775,0.125,0.125,0.003,0.015,0.009,0.977,1.667,0.996
7,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.827,0.177,0.177,0.794,0.144,0.144,0.033,0.01,0.024,0.814,0.417,0.96
9,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.84,0.19,0.19,0.814,0.164,0.164,0.026,0.01,0.007,0.863,1.429,0.969
11,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.861,0.211,0.211,0.85,0.2,0.2,0.011,0.018,0.011,0.948,1.636,0.987
21,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.954,0.304,0.304,0.928,0.278,0.278,0.026,0.039,0.046,0.914,0.848,0.973
31,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.974,0.324,0.324,0.958,0.308,0.308,0.016,0.015,0.01,0.951,1.5,0.984
41,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.991,0.341,0.341,0.981,0.331,0.331,0.01,0.012,0.009,0.971,1.333,0.99
51,0.65,0.08,"TruncNorm[0.001,0.999]",1000,0.6499976482806836,0.0799948701132006,0.99,0.34,0.34,0.989,0.339,0.339,0.001,0.004,-0.001,0.997,-4.0,0.999
3,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.796,0.146,0.152,0.737,0.087,0.093,0.059,0.0,0.0,0.612,,0.926
5,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.862,0.212,0.218,0.748,0.098,0.104,0.114,0.006,0.033,0.477,0.182,0.868
7,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.894,0.244,0.25,0.787,0.137,0.143,0.107,0.02,0.016,0.572,1.25,0.88
9,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.917,0.267,0.273,0.824,0.174,0.18,0.093,0.018,0.012,0.659,1.5,0.899
11,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.937,0.287,0.293,0.838,0.188,0.194,0.099,0.007,0.01,0.662,0.7,0.894
21,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.99,0.34,0.346,0.911,0.261,0.267,0.079,0.037,0.026,0.772,1.423,0.92
31,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.996,0.346,0.352,0.962,0.312,0.318,0.034,0.025,0.003,0.903,8.333,0.966
41,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,1.0,0.35,0.356,0.969,0.319,0.325,0.031,0.004,0.002,0.913,2.0,0.969
51,0.65,0.16,"TruncNorm[0.001,0.999]",1000,0.6440157333110005,0.1531613188519223,0.999,0.349,0.355,0.986,0.336,0.342,0.013,0.009,-0.001,0.963,-9.0,0.987
3,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.851,0.201,0.265,0.628,-0.022,0.042,0.223,0.0,0.0,0.16,,0.738
5,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.896,0.246,0.31,0.671,0.021,0.085,0.225,0.022,0.023,0.275,0.957,0.749
7,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.947,0.297,0.361,0.678,0.028,0.092,0.269,0.004,0.025,0.256,0.16,0.716
9,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.949,0.299,0.363,0.691,0.041,0.105,0.258,0.006,0.001,0.29,6.0,0.728
11,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.976,0.326,0.39,0.715,0.065,0.129,0.261,0.012,0.014,0.331,0.857,0.733
21,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.996,0.346,0.41,0.791,0.141,0.205,0.205,0.038,0.01,0.5,3.8,0.794
31,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.999,0.349,0.413,0.794,0.144,0.208,0.205,0.002,0.002,0.504,1.0,0.795
41,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,1.0,0.35,0.414,0.86,0.21,0.274,0.14,0.033,0.001,0.662,33.0,0.86
51,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,1.0,0.35,0.414,0.896,0.246,0.31,0.104,0.018,0.0,0.749,inf,0.896
3,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.849,0.199,0.321,0.517,-0.133,-0.011,0.332,0.0,0.0,-0.034,,0.609
5,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.928,0.278,0.4,0.572,-0.078,0.044,0.356,0.027,0.04,0.11,0.675,0.616
7,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.954,0.304,0.426,0.563,-0.087,0.035,0.391,-0.005,0.013,0.082,-0.385,0.59
9,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.974,0.324,0.446,0.561,-0.089,0.033,0.413,-0.001,0.01,0.074,-0.1,0.576
11,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.982,0.332,0.454,0.614,-0.036,0.086,0.368,0.026,0.004,0.19,6.5,0.625
21,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.998,0.348,0.47,0.58,-0.07,0.052,0.418,-0.017,0.008,0.111,-2.125,0.581
31,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.644,-0.006,0.116,0.356,0.032,0.001,0.246,32.0,0.644
41,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.646,-0.004,0.118,0.354,0.001,0.0,0.25,inf,0.646
51,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.643,-0.007,0.115,0.357,-0.002,0.0,0.244,-inf,0.643
3,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.889,0.239,0.382,0.525,-0.125,0.018,0.364,0.0,0.0,0.046,,0.591
5,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.938,0.288,0.431,0.535,-0.115,0.028,0.403,0.005,0.024,0.064,0.208,0.57
7,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.956,0.306,0.449,0.526,-0.124,0.019,0.43,-0.005,0.009,0.041,-0.556,0.55
9,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.981,0.331,0.474,0.524,-0.126,0.017,0.457,-0.001,0.013,0.035,-0.077,0.534
11,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.988,0.338,0.481,0.529,-0.121,0.022,0.459,0.003,0.004,0.045,0.75,0.535
21,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.998,0.348,0.491,0.506,-0.144,-0.001,0.492,-0.012,0.005,-0.003,-2.4,0.507
31,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.549,-0.101,0.042,0.451,0.022,0.001,0.084,22.0,0.549
41,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.553,-0.097,0.046,0.447,0.002,0.0,0.092,inf,0.553
51,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.592,-0.058,0.085,0.408,0.019,0.0,0.172,inf,0.592
3,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.864,0.214,0.362,0.491,-0.159,-0.011,0.373,0.0,0.0,-0.03,,0.568
5,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.917,0.267,0.415,0.513,-0.137,0.011,0.404,0.011,0.027,0.027,0.407,0.559
7,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.97,0.32,0.468,0.484,-0.166,-0.018,0.486,-0.015,0.026,-0.038,-0.577,0.499
9,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.978,0.328,0.476,0.508,-0.142,0.006,0.47,0.012,0.004,0.013,3.0,0.519
11,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.988,0.338,0.486,0.493,-0.157,-0.009,0.495,-0.008,0.005,-0.018,-1.6,0.499
21,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.999,0.349,0.497,0.5,-0.15,-0.002,0.499,0.004,0.006,-0.004,0.667,0.501
31,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.999,0.349,0.497,0.515,-0.135,0.013,0.484,0.008,0.0,0.026,inf,0.516
41,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.517,-0.133,0.015,0.483,0.001,0.001,0.03,1.0,0.517
51,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.5,-0.15,-0.002,0.5,-0.009,0.0,-0.004,-inf,0.5
3,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.772,0.072,0.072,0.772,0.072,0.072,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.84,0.14,0.14,0.84,0.14,0.14,0.0,0.034,0.034,1.0,1.0,1.0
7,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.877,0.177,0.177,0.877,0.177,0.177,0.0,0.019,0.019,1.0,1.0,1.0
9,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.898,0.198,0.198,0.898,0.198,0.198,0.0,0.011,0.011,1.0,1.0,1.0
11,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.907,0.207,0.207,0.907,0.207,0.207,0.0,0.005,0.005,1.0,1.0,1.0
21,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.972,0.272,0.272,0.972,0.272,0.272,0.0,0.032,0.032,1.0,1.0,1.0
31,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.992,0.292,0.292,0.992,0.292,0.292,0.0,0.01,0.01,1.0,1.0,1.0
41,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,0.996,0.296,0.296,0.996,0.296,0.296,0.0,0.002,0.002,1.0,1.0,1.0
51,0.7,0.01,"TruncNorm[0.001,0.999]",1000,0.7,0.01,1.0,0.3,0.3,1.0,0.3,0.3,0.0,0.002,0.002,1.0,1.0,1.0
3,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.774,0.074,0.074,0.774,0.074,0.074,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.845,0.145,0.145,0.845,0.145,0.145,0.0,0.035,0.035,1.0,1.0,1.0
7,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.879,0.179,0.179,0.879,0.179,0.179,0.0,0.017,0.017,1.0,1.0,1.0
9,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.918,0.218,0.218,0.917,0.217,0.217,0.001,0.019,0.02,0.995,0.95,0.999
11,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.918,0.218,0.218,0.918,0.218,0.218,0.0,0.001,0.0,1.0,inf,1.0
21,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.979,0.279,0.279,0.978,0.278,0.278,0.001,0.03,0.03,0.996,1.0,0.999
31,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.989,0.289,0.289,0.989,0.289,0.289,0.0,0.006,0.005,1.0,1.2,1.0
41,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.996,0.296,0.296,0.996,0.296,0.296,0.0,0.004,0.004,1.0,1.0,1.0
51,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.999,0.299,0.299,0.999,0.299,0.299,0.0,0.002,0.002,1.0,1.0,1.0
3,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.801,0.101,0.101,0.798,0.098,0.098,0.003,0.0,0.0,0.97,,0.996
5,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.856,0.156,0.156,0.856,0.156,0.156,0.0,0.029,0.027,1.0,1.074,1.0
7,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.884,0.184,0.184,0.882,0.182,0.182,0.002,0.013,0.014,0.989,0.929,0.998
9,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.91,0.21,0.21,0.909,0.209,0.209,0.001,0.014,0.013,0.995,1.077,0.999
11,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.935,0.235,0.235,0.934,0.234,0.234,0.001,0.013,0.013,0.996,1.0,0.999
21,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.974,0.274,0.274,0.975,0.275,0.275,-0.001,0.02,0.019,1.004,1.053,1.001
31,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.992,0.292,0.292,0.992,0.292,0.292,0.0,0.009,0.009,1.0,1.0,1.0
41,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.995,0.295,0.295,0.992,0.292,0.292,0.003,0.0,0.002,0.99,0.0,0.997
51,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.999,0.299,0.299,0.998,0.298,0.298,0.001,0.003,0.002,0.997,1.5,0.999
3,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.776,0.076,0.076,0.767,0.067,0.067,0.009,0.0,0.0,0.882,,0.988
5,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.824,0.124,0.124,0.825,0.125,0.125,-0.001,0.029,0.024,1.008,1.208,1.001
7,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.903,0.203,0.203,0.881,0.181,0.181,0.022,0.028,0.04,0.892,0.7,0.976
9,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.923,0.223,0.223,0.904,0.204,0.204,0.019,0.012,0.01,0.915,1.2,0.979
11,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.937,0.237,0.237,0.925,0.225,0.225,0.012,0.011,0.007,0.949,1.571,0.987
21,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.986,0.286,0.286,0.968,0.268,0.268,0.018,0.021,0.024,0.937,0.875,0.982
31,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.993,0.293,0.293,0.993,0.293,0.293,0.0,0.013,0.004,1.0,3.25,1.0
41,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,1.0,0.3,0.3,0.999,0.299,0.299,0.001,0.003,0.004,0.997,0.75,0.999
51,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.998,0.298,0.298,0.998,0.298,0.298,0.0,-0.001,-0.001,1.0,1.0,1.0
3,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.831,0.131,0.142,0.777,0.077,0.088,0.054,0.0,0.0,0.621,,0.935
5,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.882,0.182,0.193,0.832,0.132,0.143,0.05,0.027,0.026,0.742,1.038,0.943
7,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.926,0.226,0.237,0.861,0.161,0.172,0.065,0.015,0.022,0.726,0.682,0.93
9,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.944,0.244,0.255,0.879,0.179,0.19,0.065,0.009,0.009,0.746,1.0,0.931
11,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.956,0.256,0.267,0.899,0.199,0.21,0.057,0.01,0.006,0.787,1.667,0.94
21,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.993,0.293,0.304,0.972,0.272,0.283,0.021,0.036,0.019,0.931,1.895,0.979
31,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,1.0,0.3,0.311,0.982,0.282,0.293,0.018,0.005,0.004,0.942,1.25,0.982
41,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.999,0.299,0.31,0.994,0.294,0.305,0.005,0.006,-0.001,0.984,-6.0,0.995
51,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,1.0,0.3,0.311,1.0,0.3,0.311,0.0,0.003,0.001,1.0,3.0,1.0
3,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.849,0.149,0.236,0.669,-0.031,0.056,0.18,0.0,0.0,0.238,,0.788
5,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.912,0.212,0.299,0.681,-0.019,0.068,0.231,0.006,0.032,0.228,0.188,0.747
7,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.935,0.235,0.322,0.725,0.025,0.112,0.21,0.022,0.012,0.348,1.833,0.775
9,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.965,0.265,0.352,0.773,0.073,0.16,0.192,0.024,0.015,0.455,1.6,0.801
11,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.986,0.286,0.373,0.79,0.09,0.177,0.196,0.009,0.011,0.475,0.818,0.801
21,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.995,0.295,0.382,0.841,0.141,0.228,0.154,0.025,0.005,0.597,5.0,0.845
